Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","1986","1986","1000 ha","6000","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","1987","1987","1000 ha","6500","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","1988","1988","1000 ha","6500","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","1989","1989","1000 ha","6500","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","1990","1990","1000 ha","6650","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","1991","1991","1000 ha","7000","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","1992","1992","1000 ha","7300","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","1993","1993","1000 ha","7700","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","1994","1994","1000 ha","7800","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","1995","1995","1000 ha","8000","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","1996","1996","1000 ha","8500","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","1997","1997","1000 ha","8500","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","1998","1998","1000 ha","8620","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","1999","1999","1000 ha","9150","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","2000","2000","1000 ha","9200","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","2001","2001","1000 ha","9500","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","2002","2002","1000 ha","9600","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","2003","2003","1000 ha","10000","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","2004","2004","1000 ha","10210","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","2005","2005","1000 ha","10230","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","2006","2006","1000 ha","10800","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","2007","2007","1000 ha","11180","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","2008","2008","1000 ha","11400","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","2009","2009","1000 ha","11800","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","2010","2010","1000 ha","12225","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","2011","2011","1000 ha","12390","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","2012","2012","1000 ha","12800","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","2013","2013","1000 ha","13000","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","2014","2014","1000 ha","13000","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","2015","2015","1000 ha","13000","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","2016","2016","1000 ha","13000","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","2017","2017","1000 ha","13000","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","2018","2018","1000 ha","13300","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","2019","2019","1000 ha","13300","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","2020","2020","1000 ha","13600","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","2021","2021","1000 ha","13600","I","Imputed value",""
"RL","Land Use","356","India","5110","Area","6650","Permanent crops","2022","2022","1000 ha","13600","I","Imputed value",""
"RL","Land Use","764","Thailand","5110","Area","6621","Arable land","1961","1961","1000 ha","10400","I","Imputed value",""
"RL","Land Use","764","Thailand","5110","Area","6621","Arable land","1962","1962","1000 ha","10600","I","Imputed value",""
"RL","Land Use","764","Thailand","5110","Area","6621","Arable land","1963","1963","1000 ha","10800","I","Imputed value",""
"RL","Land Use","764","Thailand","5110","Area","6621","Arable land","1964","1964","1000 ha","11000","I","Imputed value",""
"RL","Land Use","764","Thailand","5110","Area","6621","Arable land","1965","1965","1000 ha","11200","I","Imputed value",""
"RL","Land Use","764","Thailand","5110","Area","6621","Arable land","1966","1966","1000 ha","11400","I","Imputed value",""
"RL","Land Use","764","Thailand","5110","Area","6621","Arable land","1967","1967","1000 ha","11600","I","Imputed value",""
"RL","Land Use","764","Thailand","5110","Area","6621","Arable land","1968","1968","1000 ha","11800","I","Imputed value",""
