Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","1990","1990","TJ","3472.869","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","1991","1991","TJ","4214.268","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","1992","1992","TJ","4097.205","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","1993","1993","TJ","4721.541","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","1994","1994","TJ","5228.814","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","1995","1995","TJ","4331.331","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","1996","1996","TJ","5072.73","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","1997","1997","TJ","4565.457","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","1998","1998","TJ","5736.087","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","1999","1999","TJ","5392.9988","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","2000","2000","TJ","5817.0009","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","2001","2001","TJ","5662.0017","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","2002","2002","TJ","4583.9998","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","2003","2003","TJ","5469.9989","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","2004","2004","TJ","5548.0019","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","2005","2005","TJ","5892.171","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","2006","2006","TJ","6633.57","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","2007","2007","TJ","6243.36","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","2008","2008","TJ","6009.234","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","2009","2009","TJ","6516.507","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","2010","2010","TJ","7531.053","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","2011","2011","TJ","6828.675","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","2012","2012","TJ","7101.822","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","2013","2013","TJ","7801","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","2014","2014","TJ","7335.948","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","2015","2015","TJ","7503","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","2016","2016","TJ","7391.5","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","2017","2017","TJ","7280","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","2018","2018","TJ","7492.032","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","2019","2019","TJ","8020","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","2020","2020","TJ","7098","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","2021","2021","TJ","7098","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6802","Natural gas","2022","2022","TJ","7098","I","Imputed value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","1990","1990","TJ","181155.6","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","1991","1991","TJ","210805.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","1992","1992","TJ","227980.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","1993","1993","TJ","254516.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","1994","1994","TJ","285483.6","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","1995","1995","TJ","308635.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","1996","1996","TJ","302468.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","1997","1997","TJ","328471.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","1998","1998","TJ","349902","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","1999","1999","TJ","327362.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","2000","2000","TJ","305024.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","2001","2001","TJ","294022.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","2002","2002","TJ","304149.6","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","2003","2003","TJ","313520.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","2004","2004","TJ","318798","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","2005","2005","TJ","325051.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","2006","2006","TJ","356482.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","2007","2007","TJ","375055.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","2008","2008","TJ","409849.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","2009","2009","TJ","432752.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","2010","2010","TJ","475081.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","2011","2011","TJ","481176","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","2012","2012","TJ","507456","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","2013","2013","TJ","577191.6","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","2014","2014","TJ","608086.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","2015","2015","TJ","623466","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","2016","2016","TJ","703702.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","2017","2017","TJ","735454.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","2018","2018","TJ","748047.6","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","2019","2019","TJ","821419.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","2020","2020","TJ","774000","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","2021","2021","TJ","774000","E","Estimated value"
"GN","Emissions from Energy use in agriculture","356","India","72184","Energy use in agriculture","6807","Electricity","2022","2022","TJ","774000","I","Imputed value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","1990","1990","TJ","78175.5","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","1991","1991","TJ","79396.5","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","1992","1992","TJ","78682.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","1993","1993","TJ","67036.3","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","1994","1994","TJ","66008","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","1995","1995","TJ","65802.1","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","1996","1996","TJ","75143.7","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","1997","1997","TJ","61782.1","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","1998","1998","TJ","77488.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","1999","1999","TJ","91077.3","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","2000","2000","TJ","89406.3","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","2001","2001","TJ","117830.6","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","2002","2002","TJ","125405.1","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","2003","2003","TJ","136757.1","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","2004","2004","TJ","147465.7789","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","2005","2005","TJ","132568.7842","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","2006","2006","TJ","136998.4789","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","2007","2007","TJ","147108.5737","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","2008","2008","TJ","142332.3684","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","2009","2009","TJ","143488.7737","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","2010","2010","TJ","144298.8579","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","2011","2011","TJ","157239.5526","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","2012","2012","TJ","161321.2421","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","2013","2013","TJ","166481.9526","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","2014","2014","TJ","167162.2526","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","2015","2015","TJ","166061.386","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","2016","2016","TJ","127656.1028","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","2017","2017","TJ","115005.0687","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","2018","2018","TJ","124345.1028","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","2019","2019","TJ","126768.8616","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","2020","2020","TJ","98683.7651","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","2021","2021","TJ","91292.7269","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6801","Petroleum products","2022","2022","TJ","91292.7269","I","Imputed value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","1990","1990","TJ","345.6","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","1991","1991","TJ","338.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","1992","1992","TJ","424.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","1993","1993","TJ","468","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","1994","1994","TJ","345.6","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","1995","1995","TJ","370.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","1996","1996","TJ","446.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","1997","1997","TJ","594","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","1998","1998","TJ","759.6","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","1999","1999","TJ","586.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","2000","2000","TJ","554.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","2001","2001","TJ","640.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","2002","2002","TJ","705.6","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","2003","2003","TJ","802.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","2004","2004","TJ","806.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","2005","2005","TJ","882","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","2006","2006","TJ","864","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","2007","2007","TJ","964.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","2008","2008","TJ","1015.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","2009","2009","TJ","1144.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","2010","2010","TJ","1209.6","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","2011","2011","TJ","1094.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","2012","2012","TJ","1371.6","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","2013","2013","TJ","1267.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","2014","2014","TJ","1490.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","2015","2015","TJ","1393.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","2016","2016","TJ","961.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","2017","2017","TJ","1072.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","2018","2018","TJ","1314","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","2019","2019","TJ","1684.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","2020","2020","TJ","1501.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","2021","2021","TJ","1490.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","764","Thailand","72184","Energy use in agriculture","6807","Electricity","2022","2022","TJ","1490.4","I","Imputed value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","1990","1990","TJ","6275.3","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","1991","1991","TJ","5881.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","1992","1992","TJ","7041.5","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","1993","1993","TJ","10850.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","1994","1994","TJ","11422.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","1995","1995","TJ","10764.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","1996","1996","TJ","12475.1","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","1997","1997","TJ","13921.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","1998","1998","TJ","14974.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","1999","1999","TJ","15389.9","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","2000","2000","TJ","15016.1","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","2001","2001","TJ","14797.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","2002","2002","TJ","16922.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","2003","2003","TJ","17989.6","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","2004","2004","TJ","21042.5","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","2005","2005","TJ","22005.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","2006","2006","TJ","21705.7","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","2007","2007","TJ","21965","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","2008","2008","TJ","22014.5","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","2009","2009","TJ","22260.7","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","2010","2010","TJ","21924.5","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","2011","2011","TJ","21774.6","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","2012","2012","TJ","19998.6","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","2013","2013","TJ","19016.1","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","2014","2014","TJ","18960.5621","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","2015","2015","TJ","19439.731","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","2016","2016","TJ","41726.9138","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","2017","2017","TJ","40558.5724","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","2018","2018","TJ","39141.5655","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","2019","2019","TJ","97164.531","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","2020","2020","TJ","22484.0365","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","2021","2021","TJ","22484.0365","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6801","Petroleum products","2022","2022","TJ","22484.0365","I","Imputed value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","1990","1990","TJ","5934","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","1991","1991","TJ","1341.6","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","1992","1992","TJ","1238.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","1993","1993","TJ","1857.6","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","1994","1994","TJ","1754.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","1995","1995","TJ","2322","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","1996","1996","TJ","3250.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","1997","1997","TJ","5005.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","1998","1998","TJ","3354","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","1999","1999","TJ","2167.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","2000","2000","TJ","2218.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","2001","2001","TJ","2322","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","2002","2002","TJ","2322","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","2003","2003","TJ","2683.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","2004","2004","TJ","2115.6","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","2005","2005","TJ","2064","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","2006","2006","TJ","2012.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","2007","2007","TJ","1960.8","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","2008","2008","TJ","2064","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","2009","2009","TJ","1909.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","2010","2010","TJ","1806","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","2011","2011","TJ","1909.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","2012","2012","TJ","2012.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","2013","2013","TJ","2012.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","2014","2014","TJ","2115.6","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","2015","2015","TJ","2270.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","2016","2016","TJ","2373.6","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","2017","2017","TJ","1083.6","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","2018","2018","TJ","1063.4","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","2019","2019","TJ","1549.2","E","Estimated value"
"GN","Emissions from Energy use in agriculture","704","Viet Nam","72184","Energy use in agriculture","6809","Coal","2020","2020","TJ","1599.6","E","Estimated value"
