Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"ESB","Cropland Nutrient Balance","159","China","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","2016","2016","kg/ha","24.8909","E","Estimated value",""
"ESB","Cropland Nutrient Balance","159","China","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","2017","2017","kg/ha","24.0898","E","Estimated value",""
"ESB","Cropland Nutrient Balance","159","China","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","2018","2018","kg/ha","23.8721","E","Estimated value",""
"ESB","Cropland Nutrient Balance","159","China","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","2019","2019","kg/ha","24.1834","E","Estimated value",""
"ESB","Cropland Nutrient Balance","159","China","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","2020","2020","kg/ha","24.0842","E","Estimated value",""
"ESB","Cropland Nutrient Balance","159","China","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","2021","2021","kg/ha","24.2585","E","Estimated value",""
"ESB","Cropland Nutrient Balance","159","China","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","2022","2022","kg/ha","24.202","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1961","1961","kg/ha","7.6268","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1962","1962","kg/ha","7.723","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1963","1963","kg/ha","7.8223","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1964","1964","kg/ha","7.921","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1965","1965","kg/ha","8.0209","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1966","1966","kg/ha","8.123","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1967","1967","kg/ha","8.2273","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1968","1968","kg/ha","8.333","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1969","1969","kg/ha","8.4448","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1970","1970","kg/ha","8.5578","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1971","1971","kg/ha","8.6574","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1972","1972","kg/ha","8.7048","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1973","1973","kg/ha","8.7641","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1974","1974","kg/ha","9.0142","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1975","1975","kg/ha","9.2598","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1976","1976","kg/ha","9.5347","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1977","1977","kg/ha","9.9431","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1978","1978","kg/ha","9.9852","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1979","1979","kg/ha","10.3207","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1980","1980","kg/ha","10.7154","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1981","1981","kg/ha","10.9373","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1982","1982","kg/ha","11.0041","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1983","1983","kg/ha","11.5283","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1984","1984","kg/ha","11.9514","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1985","1985","kg/ha","12.2683","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1986","1986","kg/ha","12.8675","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1987","1987","kg/ha","12.695","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1988","1988","kg/ha","13.5528","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1989","1989","kg/ha","13.8721","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1990","1990","kg/ha","14.0841","E","Estimated value",""
"ESB","Cropland Nutrient Balance","356","India","7276","Cropland nitrogen per unit area","5076","Atmospheric Deposition","1991","1991","kg/ha","14.7304","E","Estimated value",""
