Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RP","Pesticides Use","764","Thailand","5159","Use per area of cropland","1357","Pesticides (total)","2018","2018","kg/ha","1.58","E","Estimated value","Estimated Value"
"RP","Pesticides Use","764","Thailand","5159","Use per area of cropland","1357","Pesticides (total)","2019","2019","kg/ha","1.26","E","Estimated value","Estimated Value"
"RP","Pesticides Use","764","Thailand","5159","Use per area of cropland","1357","Pesticides (total)","2020","2020","kg/ha","0.85","E","Estimated value","Estimated Value"
"RP","Pesticides Use","764","Thailand","5159","Use per area of cropland","1357","Pesticides (total)","2021","2021","kg/ha","0.39","A","Official figure","Sum of subcomponents provided in formulated products and converted to active ingredients by FAO"
"RP","Pesticides Use","764","Thailand","5159","Use per area of cropland","1357","Pesticides (total)","2022","2022","kg/ha","0.26","A","Official figure","Sum of subcomponents provided in formulated products and converted to active ingredients by FAO"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","1990","1990","kg/ha","3.28","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","1991","1991","kg/ha","3.25","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","1992","1992","kg/ha","3.12","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","1993","1993","kg/ha","3.09","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","1994","1994","kg/ha","3.07","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","1995","1995","kg/ha","3.69","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","1996","1996","kg/ha","4.68","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","1997","1997","kg/ha","4.58","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","1998","1998","kg/ha","2.81","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","1999","1999","kg/ha","2.15","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","2000","2000","kg/ha","2.03","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","2001","2001","kg/ha","2.17","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","2002","2002","kg/ha","2.67","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","2003","2003","kg/ha","3.13","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","2004","2004","kg/ha","3.52","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","2005","2005","kg/ha","3.89","E","Estimated value","Estimated Value"
"RP","Pesticides Use","704","Viet Nam","5159","Use per area of cropland","1357","Pesticides (total)","2006","2006","kg/ha","4.4","E","Estimated value","Estimated Value"
